student_id,name,gender,join_date,ability_band,study_hours_per_week,overall_attendance,video_completion_rate,average_video_duration,video_sessions,average_quiz_accuracy,average_quiz_score,quiz_attempts,mock_test_average,mock_test_count,average_assignment_score,assignment_delay_average,on_time_submissions,delayed_submissions,missing_submissions,engagement_score,weekly_videos_watched,weekly_forum_posts,weekly_study_sessions,study_hours,performance,low_attendance_flag,low_quiz_accuracy_flag,low_mock_average_flag,low_study_hours_flag,low_assignment_score_flag,high_delay_flag,learning_gap_score,student_rank,learning_category,recommendations,recommendation_summary
S1237,David Davis,Male,2025-08-24,High,14.737926715487884,0.9666666666666668,0.75,11.3,4,0.7935652173913043,78.3913043478261,23,76.5,2,84.66666666666667,2.5,0,6,0,1.7,6.0,1.0,2.0,14.737926715487884,High Performer,False,False,False,False,False,False,0.2034189513272223,408,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1238,Sara Johnston,Female,2024-09-08,High,19.49621159492196,0.9666666666666668,1.0,10.966666666666669,3,0.7665,78.96153846153847,26,76.75,4,87.66666666666667,3.1666666666666665,2,4,0,1.8,9.0,1.0,3.0,19.49621159492196,High Performer,False,False,False,False,False,False,0.1946428043460284,363,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1239,Yvonne Chambers,Male,2025-05-26,High,18.48391866941893,0.9666666666666668,0.5,13.925,4,0.7838620689655172,79.72413793103448,29,85.66666666666667,3,85.16666666666667,3.1666666666666665,1,5,0,2.7,5.0,4.0,4.0,18.48391866941893,High Performer,False,False,False,False,False,False,0.1778815826367974,67,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1240,Andrew Avila,Female,2025-02-16,Low,2.03080022518544,0.9,0.6666666666666666,16.666666666666668,3,0.7538636363636364,76.0909090909091,22,75.0,3,84.16666666666667,2.333333333333333,1,5,0,1.0,8.0,2.0,3.0,2.03080022518544,High Performer,False,False,False,True,False,False,0.2675139085279455,982,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1241,Matthew Moon,Female,2025-08-15,High,19.6655255014459,0.9666666666666668,1.0,14.366666666666667,3,0.8303666666666667,84.86666666666666,30,86.25,4,81.16666666666667,4.0,1,5,0,2.5,4.0,2.0,5.0,19.6655255014459,High Performer,False,False,False,False,False,False,0.1658095195797185,85,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1242,Kevin Walters,Female,2025-10-29,Medium,5.582536000003962,0.8666666666666667,0.75,6.05,4,0.7188518518518519,72.33333333333333,27,85.25,4,80.66666666666667,2.333333333333333,2,4,0,1.6,7.0,2.0,4.0,5.582536000003962,Average Performer,False,False,False,True,False,False,0.2622214377777678,838,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1243,Brandon Bailey MD,Male,2025-05-16,Low,6.154775730389655,0.7666666666666667,0.25,10.85,4,0.70940625,72.5,32,77.5,2,82.83333333333333,4.0,1,4,1,1.0,6.0,2.0,3.0,6.154775730389655,Average Performer,False,False,False,True,False,False,0.3008745190073592,1307,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1244,Shannon Rivera,Male,2025-11-18,Low,7.116184000387086,0.8,0.25,8.475,4,0.678516129032258,67.83870967741936,31,59.66666666666666,3,85.16666666666667,4.5,1,5,0,1.9,6.0,2.0,5.0,7.116184000387086,Average Performer,False,False,False,True,False,False,0.3315713679560216,1216,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1245,Donna Landry,Female,2026-01-03,Medium,10.950653887863858,0.8,0.3333333333333333,13.333333333333334,3,0.7295925925925926,74.70370370370371,27,75.33333333333333,3,75.83333333333333,5.833333333333333,1,5,0,2.0,8.0,2.0,2.0,10.950653887863858,Average Performer,False,False,False,False,False,True,0.2893289208358959,1166,Good,['Follow a weekly planner to complete assignments on time.'],Follow a weekly planner to complete assignments on time.
S1246,Krista Gibson,Male,2025-04-26,High,11.900995285053284,0.9,0.6666666666666666,15.266666666666666,3,0.831576923076923,85.96153846153847,26,68.33333333333333,3,81.83333333333333,3.6666666666666665,0,6,0,2.0,10.0,1.0,4.0,11.900995285053284,Average Performer,False,False,False,False,False,False,0.2363577681976232,612,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1247,Frank Cordova,Other,2026-03-14,Low,9.3468893178341,0.4,0.5,5.35,4,0.7636060606060606,77.6969696969697,33,55.25,4,79.33333333333333,6.5,0,6,0,2.0,4.0,1.0,4.0,9.3468893178341,At Risk,True,False,False,True,False,True,0.4180509585235966,1416,Average,"['Attend more live classes and review missed sessions.', 'Follow a weekly planner to complete assignments on time.', 'Use a daily study schedule with focused time blocks.']",Attend more live classes and review missed sessions. | Follow a weekly planner to complete assignments on time. | Use a daily study schedule with focused time blocks.
S1248,Jose Travis,Other,2025-03-04,Medium,4.888626316496107,0.8666666666666667,0.75,13.125,4,0.6802800000000001,70.28,25,79.25,4,86.66666666666667,2.6666666666666665,2,4,0,1.0,5.0,0.0,4.0,4.888626316496107,Average Performer,False,False,False,True,False,False,0.278527767542093,1034,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1249,Kimberly Gutierrez,Female,2025-04-01,High,20.849730681486296,0.8333333333333334,0.6666666666666666,17.833333333333332,3,0.8252142857142857,83.42857142857143,28,94.0,2,82.16666666666667,2.5,3,3,0,2.6,8.0,2.0,3.0,20.849730681486296,Average Performer,False,False,False,False,False,False,0.1807280542486652,166,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1250,Isaiah Avila,Male,2024-09-12,High,11.634133166567374,0.8666666666666667,1.0,4.5,3,0.7666666666666666,77.45833333333333,24,70.5,2,83.33333333333333,3.1666666666666665,0,6,0,2.6,7.0,2.0,1.0,11.634133166567374,High Performer,False,False,False,False,False,False,0.2582480004169149,640,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1251,Olivia Harris,Male,2024-08-17,Low,11.156351920017888,0.8666666666666667,0.5,4.0,4,0.8906896551724137,88.37931034482759,29,83.0,4,85.33333333333333,2.333333333333333,2,4,0,1.6,6.0,2.0,5.0,11.156351920017888,High Performer,False,False,False,False,False,False,0.1942355569815645,284,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1252,Tanya Kim,Female,2025-10-28,Medium,11.261561407077966,0.8,1.0,10.775,4,0.7384137931034483,70.82758620689656,29,81.0,2,78.66666666666667,3.6666666666666665,1,5,0,1.2,6.0,0.0,5.0,11.261561407077966,Average Performer,False,False,False,False,False,False,0.2703219585512705,1178,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1253,Barbara Dudley,Male,2024-08-31,Low,4.885928249578149,0.8333333333333334,0.25,10.15,4,0.7316400000000001,73.16,25,61.333333333333336,3,85.83333333333333,3.8333333333333335,0,6,0,1.0,6.0,2.0,5.0,4.885928249578149,Average Performer,False,False,False,True,False,False,0.3085431793760546,1352,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1254,Cynthia Moore,Male,2024-11-03,Low,3.635648101129535,0.9333333333333332,0.3333333333333333,11.066666666666668,3,0.7294137931034482,73.58620689655173,29,78.0,2,78.16666666666667,1.3333333333333333,3,3,0,1.4,7.0,2.0,8.0,3.635648101129535,Average Performer,False,False,False,True,False,False,0.2655034084828083,987,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1255,Kristen Davis,Female,2026-05-08,Medium,14.866608772152896,0.8,0.6666666666666666,14.766666666666667,3,0.77048,78.56,25,76.5,2,80.83333333333333,1.0,3,3,0,1.0,8.0,2.0,3.0,14.866608772152896,Average Performer,False,False,False,False,False,False,0.2574394780696177,1192,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1256,Susan Murray MD,Female,2025-05-07,Medium,13.094572271110913,0.8,0.3333333333333333,7.6,3,0.7502758620689655,74.86206896551724,29,74.25,4,85.16666666666667,2.5,2,4,0,2.9,10.0,3.0,5.0,13.094572271110913,Average Performer,False,False,False,False,False,False,0.265930810701533,626,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1257,Kathleen Moran,Female,2025-04-23,Medium,9.729610615646148,0.7,0.5,8.65,4,0.6266923076923077,67.15384615384616,26,69.33333333333333,3,84.83333333333333,2.5,3,3,0,1.9,10.0,0.0,4.0,9.729610615646148,Average Performer,True,False,False,True,False,False,0.3467516144865257,1279,Good,"['Attend more live classes and review missed sessions.', 'Use a daily study schedule with focused time blocks.']",Attend more live classes and review missed sessions. | Use a daily study schedule with focused time blocks.
S1258,Denise Davenport,Female,2026-04-16,Medium,11.22547138330574,0.9333333333333332,0.25,17.2,4,0.7386,75.36,25,67.0,2,87.5,1.1666666666666667,4,2,0,1.3,10.0,2.0,4.0,11.22547138330574,Average Performer,False,False,False,False,False,False,0.2517729882084023,891,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1259,Mrs. Kristen Reyes,Male,2026-02-23,Medium,2.260893846071526,0.9,0.5,7.5,4,0.7401923076923077,73.8076923076923,26,74.5,2,83.5,4.166666666666667,1,5,0,2.0,8.0,2.0,2.0,2.260893846071526,Average Performer,False,False,False,True,False,False,0.2730400730771288,695,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1260,Katie Suarez,Female,2025-10-23,Low,4.534378037934372,0.4666666666666667,0.25,7.6,4,0.684375,70.53125,32,65.0,2,70.5,4.166666666666667,1,5,0,1.0,7.0,3.0,2.0,4.534378037934372,At Risk,True,False,False,True,False,False,0.4309348882384974,1859,Average,"['Attend more live classes and review missed sessions.', 'Use a daily study schedule with focused time blocks.']",Attend more live classes and review missed sessions. | Use a daily study schedule with focused time blocks.
S1261,Desiree Tyler,Other,2024-08-16,Medium,6.377361011572706,0.6333333333333333,1.0,11.866666666666667,3,0.7552222222222222,77.4074074074074,27,82.5,2,81.0,3.333333333333333,2,4,0,2.1,5.0,0.0,3.0,6.377361011572706,At Risk,True,False,False,True,False,False,0.3126565974710682,858,Good,"['Attend more live classes and review missed sessions.', 'Use a daily study schedule with focused time blocks.']",Attend more live classes and review missed sessions. | Use a daily study schedule with focused time blocks.
S1262,Timothy Romero,Male,2026-03-13,Low,5.228120293610333,0.5666666666666667,0.5,7.449999999999999,4,0.756423076923077,74.6923076923077,26,73.33333333333333,3,73.66666666666667,4.333333333333333,0,6,0,1.0,5.0,2.0,0.0,5.228120293610333,At Risk,True,False,False,True,False,False,0.3611694428557177,1667,Good,"['Attend more live classes and review missed sessions.', 'Use a daily study schedule with focused time blocks.']",Attend more live classes and review missed sessions. | Use a daily study schedule with focused time blocks.
S1263,Diane Evans,Female,2026-06-19,Medium,6.812642667033826,0.7666666666666667,1.0,12.55,4,0.6950799999999999,69.12,25,75.5,2,75.66666666666667,3.5,1,5,0,1.0,10.0,2.0,3.0,6.812642667033826,Average Performer,False,False,False,True,False,False,0.3182777266657488,1595,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1264,Yvonne Burns,Female,2025-11-24,Medium,11.972570561945576,0.8666666666666667,0.75,14.25,4,0.7570769230769231,73.53846153846153,26,76.33333333333333,3,90.66666666666669,1.5,2,4,0,1.5,7.0,2.0,6.0,11.972570561945576,High Performer,False,False,False,False,False,False,0.2376121633387257,663,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1265,Joshua Reed,Female,2025-04-18,Medium,12.73959536102034,0.9,0.25,17.025,4,0.84304,87.16,25,72.0,3,74.83333333333333,1.1666666666666667,4,2,0,2.3,9.0,2.0,2.0,12.73959536102034,High Performer,False,False,False,False,False,False,0.2339890115974491,685,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1266,Kimberly Gibson,Female,2025-05-18,Medium,6.790126995947213,0.6666666666666666,0.3333333333333333,5.866666666666667,3,0.7986666666666666,76.9047619047619,21,63.25,4,73.16666666666667,2.833333333333333,1,5,0,1.0,7.0,5.0,4.0,6.790126995947213,At Risk,True,False,False,True,False,False,0.3405080158434653,1653,Good,"['Attend more live classes and review missed sessions.', 'Use a daily study schedule with focused time blocks.']",Attend more live classes and review missed sessions. | Use a daily study schedule with focused time blocks.
S1267,Colin Terry,Female,2024-10-10,Medium,14.375151507913223,0.9666666666666668,1.0,17.7,4,0.7216896551724138,73.17241379310344,29,81.25,4,91.0,1.1666666666666667,4,2,0,1.5,8.0,1.0,3.0,14.375151507913223,Average Performer,False,False,False,False,False,False,0.2068885580118261,466,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1268,Cynthia Rowe,Male,2025-06-24,High,18.238649097158447,0.9,0.3333333333333333,7.2,3,0.71134375,73.0,32,84.5,2,78.83333333333333,3.1666666666666665,1,5,0,1.4,6.0,4.0,5.0,18.238649097158447,Average Performer,False,False,False,False,False,False,0.2287502522571038,942,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1269,Patrick Thornton,Male,2025-04-21,Medium,8.58780458119131,0.9333333333333332,1.0,15.633333333333333,3,0.8205357142857144,83.46428571428571,28,79.5,2,82.66666666666667,2.0,2,4,0,1.9,8.0,1.0,5.0,8.58780458119131,High Performer,False,False,False,True,False,False,0.216036440927974,312,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1270,Jasmin Alvarado,Female,2025-04-30,High,14.091165842549518,0.9333333333333332,0.3333333333333333,15.066666666666668,3,0.7689655172413793,77.48275862068965,29,80.66666666666667,3,86.0,2.6666666666666665,3,3,0,1.6,10.0,2.0,5.0,14.091165842549518,High Performer,False,False,False,False,False,False,0.2104157635545457,437,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1271,Veronica Simpson,Female,2025-06-11,Medium,1.677204170194591,0.9666666666666668,0.5,17.05,4,0.7905714285714286,79.07142857142857,28,75.0,2,82.0,3.5,1,5,0,1.2,9.0,1.0,4.0,1.677204170194591,High Performer,False,False,False,True,False,False,0.2439688943364182,723,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1272,Jonathan Lawrence,Female,2025-04-25,Medium,8.678253493816138,0.8333333333333334,0.3333333333333333,12.566666666666668,3,0.8102142857142857,78.39285714285714,28,74.5,4,81.5,2.1666666666666665,2,4,0,2.2,7.0,1.0,2.0,8.678253493816138,Average Performer,False,False,False,True,False,False,0.2556567472178406,581,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1273,Shelly Alexander,Female,2024-09-08,Medium,5.994003321109027,0.8666666666666667,1.0,12.433333333333332,3,0.7981481481481482,79.55555555555556,27,76.0,2,82.66666666666667,0.6666666666666666,5,1,0,1.0,8.0,3.0,1.0,5.994003321109027,High Performer,False,False,False,True,False,False,0.2529038805861163,918,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1274,Joyce Bowen,Female,2025-12-22,Low,7.190187801116404,0.7333333333333333,0.3333333333333333,6.966666666666668,3,0.626076923076923,61.84615384615385,26,76.75,4,78.5,3.8333333333333335,1,5,0,1.2,3.0,1.0,6.0,7.190187801116404,Average Performer,True,False,False,True,False,False,0.3396181202407987,1511,Good,"['Attend more live classes and review missed sessions.', 'Use a daily study schedule with focused time blocks.']",Attend more live classes and review missed sessions. | Use a daily study schedule with focused time blocks.
S1275,Matthew Moore,Female,2025-02-01,Medium,7.943271248756154,0.7666666666666667,0.75,11.05,4,0.7969375,81.09375,32,78.75,4,84.0,2.6666666666666665,3,3,0,1.7,7.0,1.0,4.0,7.943271248756154,Average Performer,False,False,False,True,False,False,0.2658939052114429,691,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1276,Wayne Morgan,Female,2025-02-04,Medium,12.50577736812138,1.0,1.0,12.175,4,0.73325,74.96428571428571,28,85.0,3,81.0,1.3333333333333333,3,3,0,1.8,8.0,2.0,5.0,12.50577736812138,Average Performer,False,False,False,False,False,False,0.2072605565796965,475,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1277,Marie Christian,Female,2025-01-25,Medium,9.44245732643891,0.8,1.0,12.025,4,0.7446785714285714,75.42857142857143,28,84.5,2,79.83333333333333,1.5,1,5,0,1.7,9.0,1.0,4.0,9.44245732643891,Average Performer,False,False,False,True,False,False,0.2642402852553313,863,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1278,Shannon James,Female,2025-12-12,Medium,9.255271692330233,0.8333333333333334,0.3333333333333333,10.833333333333334,3,0.7462307692307693,76.61538461538461,26,76.66666666666667,3,80.16666666666667,3.8333333333333335,0,6,0,1.2,5.0,1.0,5.0,9.255271692330233,Average Performer,False,False,False,True,False,False,0.2710759233332769,1155,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1279,Nathan Malone,Female,2025-03-26,High,19.436034330254063,0.8666666666666667,0.75,23.025,4,0.7986666666666666,78.14814814814815,27,75.5,2,86.33333333333333,2.833333333333333,1,5,0,2.3,7.0,4.0,3.0,19.436034330254063,High Performer,False,False,False,False,False,False,0.2146432475076982,361,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1280,Amanda Jones,Female,2025-10-30,Medium,9.168727246352674,0.6333333333333333,0.3333333333333333,14.800000000000002,3,0.7318333333333332,73.4,30,68.0,3,75.83333333333333,3.5,0,6,0,2.9,4.0,0.0,2.0,9.168727246352674,At Risk,True,False,False,True,False,False,0.349444848550785,1324,Good,"['Attend more live classes and review missed sessions.', 'Use a daily study schedule with focused time blocks.']",Attend more live classes and review missed sessions. | Use a daily study schedule with focused time blocks.
S1281,Tammie Bright,Male,2024-09-30,Medium,12.051619811282336,0.8,0.6666666666666666,14.9,3,0.6347307692307692,66.57692307692308,26,80.5,2,84.33333333333333,3.6666666666666665,2,4,0,1.6,8.0,1.0,4.0,12.051619811282336,Average Performer,False,False,False,False,False,False,0.2919517197025634,1010,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1282,Jessica Garcia,Male,2026-07-04,Medium,12.42302206432842,0.7333333333333333,1.0,13.5,2,0.8122400000000001,82.76,25,86.0,2,68.33333333333333,2.6666666666666665,0,6,0,2.900999999999999,7.0,2.0,3.0,12.42302206432842,Average Performer,True,False,False,False,False,False,0.2674371115058456,687,Good,['Attend more live classes and review missed sessions.'],Attend more live classes and review missed sessions.
S1283,Shelia Wallace,Male,2026-01-12,High,19.68472354567499,0.8666666666666667,0.5,8.2,2,0.8095714285714285,80.10714285714286,28,88.0,3,85.33333333333333,2.833333333333333,2,4,0,2.3,9.0,1.0,7.0,19.68472354567499,High Performer,False,False,False,False,False,False,0.1872500958977173,134,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1284,Stephanie Williams,Female,2024-09-15,High,13.630496534477036,0.9,0.6666666666666666,9.8,3,0.825551724137931,84.24137931034483,29,83.0,4,81.0,4.666666666666667,0,6,0,1.4,8.0,3.0,5.0,13.630496534477036,High Performer,False,False,False,False,False,False,0.2057582414224281,529,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1285,Elaine Brooks,Male,2026-06-01,Medium,10.682884251354226,0.9333333333333332,1.0,8.966666666666667,3,0.892265925925926,90.60857142857144,30,79.66666666666667,3,92.16833333333334,1.6666666666666667,3,3,0,1.8,9.0,3.0,3.0,10.682884251354226,High Performer,False,False,False,False,False,False,0.1746938449271699,96,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1286,Joseph Knight,Male,2025-03-20,Low,4.327913251045809,0.9333333333333332,1.0,11.433333333333335,3,0.7594285714285715,77.32142857142857,28,59.75,4,75.83333333333333,3.333333333333333,0,6,0,1.8,3.0,0.0,4.0,4.327913251045809,Average Performer,False,False,False,True,False,False,0.2947683121104807,1165,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1287,Carolyn Miller,Female,2024-10-23,Medium,13.228859703088236,0.7333333333333333,0.5,11.575,4,0.7428571428571429,73.53571428571429,28,78.0,3,87.33333333333333,2.6666666666666665,3,3,0,1.4,7.0,3.0,8.0,13.228859703088236,Average Performer,True,False,False,False,False,False,0.2737373745518032,917,Good,['Attend more live classes and review missed sessions.'],Attend more live classes and review missed sessions.
S1288,Lisa Allen,Male,2025-04-15,Medium,7.828251266613903,0.9,0.75,14.875,4,0.7944761904761906,78.95238095238095,21,63.5,2,77.66666666666667,2.1666666666666665,3,3,0,1.2,6.0,0.0,5.0,7.828251266613903,Average Performer,False,False,False,True,False,False,0.273586514690608,1224,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1289,Briana Murray,Female,2024-12-05,High,20.336640989276884,0.9,0.3333333333333333,11.6,3,0.8426774193548388,84.83870967741936,31,72.5,2,91.33333333333331,1.8333333333333333,2,4,0,2.1,10.0,3.0,4.0,20.336640989276884,High Performer,False,False,False,False,False,False,0.1893551717203562,242,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1290,David Smith,Male,2024-08-11,Medium,14.594239769586087,0.7666666666666667,1.0,3.999666666666666,2,0.7696428571428572,76.92857142857143,28,70.33333333333333,3,85.0,2.6666666666666665,1,5,0,1.8,8.0,3.0,5.0,14.594239769586087,Average Performer,False,False,False,False,False,False,0.2727882100998443,900,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1291,Stephanie Byrd,Male,2025-09-18,Medium,5.566745944913224,0.7333333333333333,0.0,9.733333333333333,3,0.59565625,62.0625,32,63.66666666666666,3,80.66666666666667,1.8333333333333333,2,4,0,1.0,5.0,1.0,2.0,5.566745944913224,Average Performer,True,False,False,True,False,False,0.3757195934710503,1730,Good,"['Attend more live classes and review missed sessions.', 'Use a daily study schedule with focused time blocks.']",Attend more live classes and review missed sessions. | Use a daily study schedule with focused time blocks.
S1292,Jeremy Reed,Female,2025-04-06,High,13.758402852248416,0.9333333333333332,0.5,12.625,4,0.7035172413793104,68.89655172413794,29,76.0,2,85.83333333333333,1.1666666666666667,3,3,0,1.1,7.0,2.0,5.0,13.758402852248416,Average Performer,False,False,False,False,False,False,0.2404654871222525,903,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1293,Margaret Coleman,Male,2024-08-25,Medium,12.338772190754446,0.7666666666666667,0.5,7.925,4,0.674448275862069,67.58620689655173,29,73.33333333333333,3,86.0,5.0,0,6,0,2.3,5.0,3.0,3.0,12.338772190754446,Average Performer,False,False,False,False,False,False,0.2994852534311598,901,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1294,Ryan Gonzalez,Male,2025-07-19,High,18.987067280231496,0.9333333333333332,0.6666666666666666,7.8,3,0.7950689655172414,82.48275862068965,29,79.33333333333333,3,83.0,3.1666666666666665,1,5,0,2.7,9.0,4.0,5.0,18.987067280231496,High Performer,False,False,False,False,False,False,0.1975116421442488,217,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1295,John Young,Female,2025-12-19,High,14.718912154023288,0.9333333333333332,0.3333333333333333,13.6,3,0.798344827586207,77.13793103448276,29,80.0,3,68.66666666666667,3.0,3,3,0,2.7,8.0,1.0,3.0,14.718912154023288,High Performer,False,False,False,False,False,False,0.2273659380057463,549,Good,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1296,Laura Haney,Female,2026-05-28,High,16.81614253421415,0.9,1.0,16.2,3,0.7866333333333333,77.73333333333333,30,88.0,2,79.66666666666667,5.833333333333333,0,6,0,2.1,9.0,2.0,7.0,16.81614253421415,High Performer,False,False,False,False,False,True,0.2014696436644646,373,Good,['Follow a weekly planner to complete assignments on time.'],Follow a weekly planner to complete assignments on time.
S1297,William Barrett,Male,2025-06-20,High,18.098349701270656,1.0,0.75,20.75,4,0.8690399999999999,86.92,25,92.0,2,81.0,1.8333333333333333,3,3,0,2.2,8.0,1.0,6.0,18.098349701270656,High Performer,False,False,False,False,False,False,0.1385421257468233,45,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1298,Keith Jennings,Female,2025-10-11,High,12.29465750795962,0.9666666666666668,1.0,23.027249999999995,3,0.8786363636363638,88.0,22,85.5,2,81.33333333333333,1.0,5,1,0,2.5,8.0,4.0,4.0,12.29465750795962,High Performer,False,False,False,False,False,False,0.1710057804725251,57,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
S1299,Amber Obrien,Male,2025-08-30,Medium,11.547702409021426,0.7,1.0,14.95,4,0.715037037037037,72.74074074074075,27,67.5,2,67.16666666666667,2.833333333333333,0,6,0,1.6,8.0,4.0,2.0,11.547702409021426,Average Performer,True,False,False,False,False,False,0.3458696328663353,1656,Good,['Attend more live classes and review missed sessions.'],Attend more live classes and review missed sessions.
S1300,Tanner Mitchell DDS,Male,2026-06-27,Low,2.1756761585261586,0.7333333333333333,0.25,7.475,4,0.5914919565217391,59.51834838709678,29,63.0,2,70.0,3.0,1,5,0,1.0,7.0,3.0,1.0,2.1756761585261586,Average Performer,True,False,False,True,False,False,0.4027798893138295,1847,Average,"['Attend more live classes and review missed sessions.', 'Use a daily study schedule with focused time blocks.']",Attend more live classes and review missed sessions. | Use a daily study schedule with focused time blocks.
S1301,Heather Fields,Female,2025-06-19,Medium,7.591894437484596,0.8666666666666667,0.6666666666666666,9.333333333333334,3,0.7832399999999999,78.48,25,68.66666666666667,3,79.16666666666667,4.833333333333333,0,6,0,1.0,9.0,1.0,3.0,7.591894437484596,Average Performer,False,False,False,True,False,False,0.2732982639062885,1284,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1302,Megan Le,Female,2025-02-19,Medium,9.660575089928145,0.9666666666666668,1.0,9.125,4,0.7754615384615384,81.8076923076923,26,81.0,3,81.0,3.0,2,4,0,1.7,8.0,2.0,3.0,9.660575089928145,High Performer,False,False,False,True,False,False,0.2180434340700514,494,Good,['Use a daily study schedule with focused time blocks.'],Use a daily study schedule with focused time blocks.
S1303,Sara Fuller,Female,2024-08-11,Medium,13.244690251927322,1.0,1.0,10.733333333333334,3,0.7737307692307692,77.11538461538461,26,89.25,4,89.83333333333333,3.1666666666666665,1,5,0,2.6,4.0,1.0,2.0,13.244690251927322,High Performer,False,False,False,False,False,False,0.1715190436009509,24,Excellent,['Continue the excellent learning habits and maintain steady progress.'],Continue the excellent learning habits and maintain steady progress.
